Crimes,cityKod,city,crimeType
16,509,כפר כנא,קטטות והפרעות ברחובות
16,7000,לוד,קטטות והפרעות ברחובות
16,8500,רמלה,קטטות והפרעות ברחובות
16,9100,נהריה,רשלנות ופחזות פלילית
16,8200,קרית מוצקין,רשלנות ופחזות פלילית
16,8500,רמלה,שאר עבירות מרמה
16,2660,יבנה,שמוש בסמים מסוכנים
16,1161,רהט,שמוש בסמים מסוכנים
16,6300,גבעתיים,תקיפת והכשלת שוטר
16,516,מג'ד אל כרום,תקיפת והכשלת שוטר
15,696,כפר חב''ד,(תקיפה (למעט עובדי ציבור
15,1113,צור הדסה,(תקיפה (למעט עובדי ציבור
15,122,רמת ישי,(תקיפה (למעט עובדי ציבור
15,122,רמת ישי,איומים
15,7400,נתניה,אינוס בכח או באיומים
15,2500,נשר,גניבה מתוך רכב
15,2620,קרית אונו,גניבה מתוך רכב
15,9000,באר שבע,"גניבה ע""י עובדים וסוכנים"
15,182,אבן יהודה,גניבה שמוש רכב ללא רשות
15,1066,בני עי''ש,גניבה שמוש רכב ללא רשות
15,1015,מבשרת ציון,גניבה שמוש רכב ללא רשות
15,3730,גבעת זאב,גניבות אחרות
15,494,דאלית אל כרמל,גניבות אחרות
15,1303,חורה,גניבות אחרות
15,637,ערערה,גניבות אחרות
15,538,שעב,גניבות אחרות
15,9700,הוד השרון,גניבת אופניים
15,9700,הוד השרון,גניבת חלקי רכב
15,6400,הרצליה,גניבת חלקי רכב
15,6700,טבריה,גניבת חלקי רכב
15,696,כפר חב''ד,גרימת נזק לרכוש בזדון
15,6100,בני ברק,החזקת כלי פריצה
15,541,ג'סר א זרקא,החזקת סמים שלא לצריכה עצמית
15,634,כפר קאסם,החזקת סמים שלא לצריכה עצמית
15,654,כפר קרע,החזקת סמים שלא לצריכה עצמית
15,1034,קרית מלאכי,החזקת סמים שלא לצריכה עצמית
15,2660,יבנה,הטרדה מינית
15,3570,אריאל,הסגות גבול
15,492,דייר חנא,הצתה
15,6500,חדרה,הצתה
15,1192,ערערה-בנגב,הצתה
15,1200,מודיעין-מכבים-רעות,התפרצות לבית דירה
15,2620,קרית אונו,התפרצות לבית דירה
15,2530,באר יעקב,התפרצות לבתי עסק ומוסדות
15,1200,מודיעין-מכבים-רעות,התפרצות לבתי עסק ומוסדות
15,2650,רמת השרון,התפרצות לבתי עסק ומוסדות
15,8900,טמרה,זיוף מסמכים והפצתם
15,9500,קרית ביאליק,זיוף מסמכים והפצתם
15,874,מגדל העמק,חבלה גופנית חמורה
15,517,מזרעה,חבלה גופנית חמורה
15,537,פוריידיס,חבלה גופנית חמורה
15,2650,רמת השרון,חבלה גופנית חמורה
15,4000,חיפה,חטיפהכפייה ומאסר שווא
15,7400,נתניה,מלאכותתעשיותעסקים
15,2560,ערד,מעשה מגונה בכח
15,7400,נתניה,מעשה מגונה בפומבי
15,2550,גדרה,מרמה ועושק
15,229,גני תקווה,מרמה ועושק
15,9100,נהריה,משחקים אסורים והימורים
15,2610,בית שמש,סחיטה
15,8900,טמרה,סחיטה
15,7300,נצרת,סחריבוא ויצוא סמים
15,8000,צפת,סחריבוא ויצוא סמים
15,3730,גבעת זאב,עבירות הנוגעות לנחלת משפט
15,489,דבוריה,עבירות הנוגעות לנחלת משפט
15,831,ירוחם,עבירות הנוגעות לנחלת משפט
15,9000,באר שבע,עבירות הנוגעות לנשואין
15,70,אשדוד,עבירות טכניות
15,1161,רהט,עבירות טכניות
15,6600,חולון,עבירות נגד המחשב
15,520,משהד,עבירות על חוק הכניסה לישראל
15,537,פוריידיס,עבירות על חוק הכניסה לישראל
15,8800,שפרעם,עבירות על פקוח כלכלי
15,2100,טירת כרמל,עבירות פיסקליות
15,874,מגדל העמק,עבירות פיסקליות
15,1034,קרית מלאכי,עבירות פיסקליות
15,3000,ירושלים,עבירות שירות בטחון-ציוד
15,6500,חדרה,פגיעה בפרטיות
15,9100,נהריה,פגיעה בפרטיות
15,2560,ערד,פגיעה בפרטיות
15,2200,דימונה,רשלנות ופחזות פלילית
15,246,נתיבות,רשלנות ופחזות פלילית
15,2640,ראש העין,רשלנות ופחזות פלילית
15,2400,אור יהודה,שאר עבירות מרמה
15,2620,קרית אונו,שאר עבירות מרמה
15,7900,פתח תקווה,שמוש בסמים מסוכנים
15,478,אכסאל,תקיפת והכשלת שוטר
15,529,אעבלין,תקיפת והכשלת שוטר
15,492,דייר חנא,תקיפת והכשלת שוטר
15,637,ערערה,תקיפת והכשלת שוטר
15,638,קלנסווה,תקיפת והכשלת שוטר
15,5000,תל אביב יפו,תקיפת שוטר בנסיבות חמורות
14,53,עתלית,(תקיפה (למעט עובדי ציבור
14,3760,אורנית,איומים
14,1326,בסמ''ה,איומים
14,4203,מסעדה,איומים
14,6600,חולון,אינוס בכח או באיומים
14,2630,קרית גת,אינוס בכח או באיומים
14,31,אופקים,גניבה מתוך רכב
14,9800,בנימינה-גבעת עדה,גניבה מתוך רכב
14,7300,נצרת,גניבה מתוך רכב
14,7500,סח'נין,גניבה מתוך רכב
14,1309,אלעד,גניבה שמוש רכב ללא רשות
14,1066,בני עי''ש,גניבות אחרות
14,498,טורעאן,גניבות אחרות
14,7600,עכו,גניבת אופניים
14,2610,בית שמש,גניבת חלקי רכב
14,1268,מיתר,גניבת חלקי רכב
14,3650,אפרת,גרימת נזק לרכוש בזדון
14,480,בית ג'ן,גרימת נזק לרכוש בזדון
14,3763,גבע בנימין,גרימת נזק לרכוש בזדון
14,520,משהד,גרימת נזק לרכוש בזדון
14,7900,פתח תקווה,החזקת כלי פריצה
14,8300,ראשון לציון,החזקת כלי פריצה
14,473,אבו סנאן,החזקת סמים שלא לצריכה עצמית
14,1326,בסמ''ה,החזקת סמים שלא לצריכה עצמית
14,6700,טבריה,החזקת סמים שלא לצריכה עצמית
14,2720,טירה,החזקת סמים שלא לצריכה עצמית
14,516,מג'ד אל כרום,החזקת סמים שלא לצריכה עצמית
14,7800,פרדס חנה-כרכור,החזקת סמים שלא לצריכה עצמית
14,8600,רמת גן,החזקת רכוש גנוב
14,6500,חדרה,הטרדה מינית
14,2034,חצור הגלילית,הסגות גבול
14,7300,נצרת,הסגות גבול
14,1292,ג'דיידה-מכר,הצתה
14,510,כפר מנדא,הצתה
14,6900,כפר סבא,הצתה
14,537,פוריידיס,הצתה
14,681,גבעת שמואל,התפרצות לבית דירה
14,9300,זכרון יעקב,התפרצות לבתי עסק ומוסדות
14,6800,קרית אתא,זיוף מסמכים והפצתם
14,8200,קרית מוצקין,זיוף מסמכים והפצתם
14,2400,אור יהודה,חבלה גופנית חמורה
14,9200,בית שאן,חבלה גופנית חמורה
14,1290,זמר,חבלה גופנית חמורה
14,481,מגאר,חבלה גופנית חמורה
14,542,ריינה,חבלה גופנית חמורה
14,70,אשדוד,חטיפהכפייה ומאסר שווא
14,6200,בת ים,חטיפהכפייה ומאסר שווא
14,70,אשדוד,מטרד רעש וחסימת דרך
14,1167,קיסריה,מטרד רעש וחסימת דרך
14,3000,ירושלים,מלאכותתעשיותעסקים
14,2640,ראש העין,מעשה מגונה בכח
14,1303,חורה,מרמה ועושק
14,70,אשדוד,משחקים אסורים והימורים
14,6100,בני ברק,סחיטה
14,1061,נוף הגליל,סחיטה
14,1161,רהט,סחיטה
14,483,ביענה,עבירות אחרות כלפי בטחון
14,2610,בית שמש,עבירות אחרות כלפי בטחון
14,6400,הרצליה,עבירות אחרות כלפי בטחון
14,9100,נהריה,עבירות אחרות כלפי בטחון
14,8600,רמת גן,עבירות אחרות כלפי בטחון
14,534,עספיא,עבירות הנוגעות לנחלת משפט
14,537,פוריידיס,עבירות הנוגעות לנחלת משפט
14,2800,קרית שמונה,עבירות הנוגעות לנחלת משפט
14,3780,ביתר עילית,עבירות הנוגעות לנשואין
14,8500,רמלה,עבירות נגד המחשב
14,4201,מג'דל שמס,עבירות נגד הסדר הצבורי
14,874,מגדל העמק,עבירות על חוק הכניסה לישראל
14,8900,טמרה,עבירות על פקוח כלכלי
14,2200,דימונה,עבירות פיסקליות
14,6700,טבריה,עבירות פיסקליות
14,1031,שדרות,עבירות פיסקליות
14,2610,בית שמש,פגיעה בפרטיות
14,2200,דימונה,פגיעה בפרטיות
14,7600,עכו,פגיעה בפרטיות
14,6000,באקה אל-גרביה,קטטות והפרעות ברחובות
14,511,עילוט,קטטות והפרעות ברחובות
14,8800,שפרעם,קטטות והפרעות ברחובות
14,9100,נהריה,שאר עבירות מרמה
14,9000,באר שבע,שוד
14,8500,רמלה,שוד בנסיבות חמורות
14,9200,בית שאן,שמוש בסמים מסוכנים
14,2730,טייבה,שמוש בסמים מסוכנים
14,1748,נמל תעופה בן גוריון,שמוש בסמים מסוכנים
14,70,אשדוד,תקיפה לשם גניבה
14,489,דבוריה,תקיפת והכשלת שוטר
13,1326,בסמ''ה,(תקיפה (למעט עובדי ציבור
13,628,ג'ת,(תקיפה (למעט עובדי ציבור
13,496,חורפיש,(תקיפה (למעט עובדי ציבור
13,666,עומר,(תקיפה (למעט עובדי ציבור
13,1345,צור יצחק,(תקיפה (למעט עובדי ציבור
13,3826,שער שומרון,(תקיפה (למעט עובדי ציבור
13,41,אליכין,איומים
13,3652,בית אריה,איומים
13,3826,שער שומרון,איומים
13,4000,חיפה,גידולייצור והפקת-סמים
13,6800,קרית אתא,גידולייצור והפקת-סמים
13,2610,בית שמש,גניבה מתוך רכב
13,166,גן יבנה,גניבה מתוך רכב
13,9300,זכרון יעקב,גניבה מתוך רכב
13,874,מגדל העמק,גניבה מתוך רכב
13,3797,מודיעין עילית,גניבה מתוך רכב
13,1139,כרמיאל,גניבה שמוש רכב ללא רשות
13,3797,מודיעין עילית,גניבה שמוש רכב ללא רשות
13,637,ערערה,גניבה שמוש רכב ללא רשות
13,8800,שפרעם,גניבה שמוש רכב ללא רשות
13,944,בסמת טבעון,גניבות אחרות
13,1224,כוכב יאיר,גניבות אחרות
13,509,כפר כנא,גניבות אחרות
13,1060,לקיה,גניבות אחרות
13,1054,תל שבע,גניבות אחרות
13,2650,רמת השרון,גניבת אופניים
13,6000,באקה אל-גרביה,גניבת חלקי רכב
13,1348,ביר הדאג',גניבת חלקי רכב
13,7600,עכו,גניבת חלקי רכב
13,8700,רעננה,גניבת חלקי רכב
13,1748,נמל תעופה בן גוריון,גרימת נזק לרכוש בזדון
13,532,עין מאהל,גרימת נזק לרכוש בזדון
13,944,בסמת טבעון,החזקת סמים שלא לצריכה עצמית
13,2500,נשר,החזקת סמים שלא לצריכה עצמית
13,8000,צפת,החזקת סמים שלא לצריכה עצמית
13,6400,הרצליה,הטרדה מינית
13,7000,לוד,הטרדה מינית
13,565,אזור,הסגות גבול
13,1309,אלעד,הסגות גבול
13,2530,באר יעקב,הסגות גבול
13,1031,שדרות,הסגות גבול
13,8800,שפרעם,הסגות גבול
13,3000,ירושלים,הסתה
13,490,דייר אל אסד,הצתה
13,1060,לקיה,הצתה
13,2400,אור יהודה,התפרצות לבית דירה
13,1015,מבשרת ציון,התפרצות לבית דירה
13,31,אופקים,התפרצות לבתי עסק ומוסדות
13,7200,נס ציונה,התפרצות לבתי עסק ומוסדות
13,1167,קיסריה,התקהלות או התאגדות
13,2640,ראש העין,זיוף מסמכים והפצתם
13,504,כאבול,חבלה גופנית חמורה
13,978,כעביה טבאש חג'אג'רה,חבלה גופנית חמורה
13,7200,נס ציונה,חבלה גופנית חמורה
13,2400,אור יהודה,מעשה מגונה בכח
13,2200,דימונה,מעשה מגונה בכח
13,8700,רעננה,מעשה מגונה בכח
13,2600,אילת,מעשה מגונה בפומבי
13,6100,בני ברק,מעשה מגונה בפומבי
13,3000,ירושלים,מעשה מגונה שלא בכח
13,6000,באקה אל-גרביה,מרמה ועושק
13,498,טורעאן,מרמה ועושק
13,499,יפיע,מרמה ועושק
13,509,כפר כנא,מרמה ועושק
13,531,עראבה,מרמה ועושק
13,542,ריינה,מרמה ועושק
13,1054,תל שבע,מרמה ועושק
13,5000,תל אביב יפו,נסיון לרצח
13,478,אכסאל,סחיטה
13,6200,בת ים,סחיטה
13,6400,הרצליה,סחיטה
13,8300,ראשון לציון,סחיטה
13,8500,רמלה,סחיטה
13,9500,קרית ביאליק,סחריבוא ויצוא סמים
13,9600,קרית ים,סחריבוא ויצוא סמים
13,998,ביר אל מכסור,עבירות אחרות כלפי בטחון
13,504,כאבול,עבירות אחרות כלפי בטחון
13,1059,כסיפה,עבירות אחרות כלפי בטחון
13,1061,נוף הגליל,עבירות אחרות כלפי בטחון
